Program Time [s],data 0,data 1,data 2,data 3,,,,,Program Time [s],data 0,data 1,data 2,data 3
821.734,-0.132812,-0.070312,0.492188,0,,,,,,,,,
821.744,-0.109375,-0.109375,0.40625,0,,,,,,,,,
821.755,-0.101562,-0.117188,0.460938,0,,,,,,,,,
821.765,-0.164062,-0.195312,0.273438,0,,,,,,,,,
821.776,-0.148438,-0.078125,0.625,0,,,,,,,,,
821.787,-0.117188,-0.117188,0.578125,0,,,,,,,,,
821.797,-0.179688,-0.070312,0.492188,0,,,,,,,,,
821.807,-0.1875,-0.078125,0.53125,0,,,,,,,,,
821.818,-0.15625,-0.070312,0.515625,0,,,,,,,,,
821.828,-0.15625,-0.09375,0.515625,0,,,,,,,,,
821.839,-0.1875,-0.085938,0.539062,0,,,,,,,,,
821.85,-0.15625,-0.09375,0.546875,0,,,,,,,,,
821.86,-0.164062,-0.078125,0.539062,0,,,,,,,,,
821.87,-0.148438,-0.09375,0.523438,0,,,,,,,,,
821.881,-0.164062,-0.101562,0.539062,0,,,,,,,,,
821.891,-0.164062,-0.101562,0.570312,0,,,,,,,,,
821.903,-0.171875,-0.078125,0.585938,0,,,,,,,,,
821.913,-0.179688,-0.070312,0.578125,0,,,,,,,,,
821.923,-0.171875,-0.078125,0.523438,0,,,,,,,,,
821.934,-0.171875,-0.09375,0.5,0,,,,,,,,,
821.944,-0.171875,-0.085938,0.515625,0,,,,,,,,,
821.955,-0.171875,-0.09375,0.523438,0,,,,,,,,,
821.966,-0.148438,-0.09375,0.539062,0,,,,,,,,,
821.976,-0.140625,-0.09375,0.507812,0,,,,,,,,,
821.986,-0.15625,-0.09375,0.554688,0,,,,,,,,,
821.997,-0.171875,-0.101562,0.570312,0,,,,,,,,,
822.007,-0.15625,-0.101562,0.570312,0,,,,,,,,,
822.018,-0.195312,-0.148438,0.539062,0,,,,,,,,,
822.028,-0.1875,-0.09375,0.578125,0,,,,,,,,,
822.039,-0.15625,-0.078125,0.578125,0,,,,,,,,,
822.049,-0.179688,-0.09375,0.539062,0,,,,,,,,,
822.06,-0.171875,-0.078125,0.5625,0,,,,,,,,,
822.07,-0.164062,-0.09375,0.546875,0,,,,,,,,,
822.081,-0.171875,-0.078125,0.554688,0,,,,,,,,,
822.091,-0.148438,-0.09375,0.5,0,,,,,,,,,
822.102,-0.171875,-0.078125,0.617188,0,,,,,,,,,
822.112,-0.132812,-0.101562,0.515625,0,,,,,,,,,
822.123,-0.15625,-0.101562,0.539062,0,,,,,,,,,
822.133,-0.132812,-0.09375,0.515625,0,,,,,,,,,
822.144,-0.132812,-0.09375,0.53125,0,,,,,,,,,
822.154,-0.140625,-0.09375,0.507812,0,,,,,,,,,
822.165,-0.132812,-0.09375,0.515625,0,,,,,,,,,
822.175,-0.132812,-0.101562,0.515625,0,,,,,,,,,
822.186,-0.125,-0.101562,0.515625,0,,,,,,,,,
822.196,-0.132812,-0.101562,0.507812,0,,,,,,,,,
822.207,-0.140625,-0.09375,0.523438,0,,,,,,,,,
822.218,-0.140625,-0.101562,0.523438,0,,,,,,,,,
822.228,-0.148438,-0.09375,0.515625,0,,,,,,,,,
822.239,-0.15625,-0.09375,0.53125,0,,,,,,,,,
822.249,-0.164062,-0.09375,0.523438,0,,,,,,,,,
822.26,-0.164062,-0.109375,0.523438,0,,,,,,,,,
822.27,-0.164062,-0.101562,0.523438,0,,,,,,,,,
822.281,-0.164062,-0.109375,0.523438,0,,,,,,,,,
822.291,-0.171875,-0.109375,0.53125,0,,,,,,,,,
822.302,-0.171875,-0.101562,0.554688,0,,,,,,,,,
822.312,-0.179688,-0.109375,0.5625,0,,,,,,,,,
822.323,-0.203125,-0.09375,0.5625,0,,,,,,,,,
822.333,-0.195312,-0.109375,0.570312,0,,,,,,,,,
822.343,-0.203125,-0.109375,0.578125,0,,,,,,,,,
822.354,-0.195312,-0.101562,0.578125,0,,,,,,,,,
822.365,-0.195312,-0.132812,0.59375,0,,,,,,,,,
822.375,-0.1875,-0.125,0.570312,0,,,,,,,,,
822.385,-0.171875,-0.125,0.539062,0,,,,,,,,,
822.396,-0.203125,-0.117188,0.570312,0,,,,,,,,,
822.407,-0.210938,-0.125,0.578125,0,,,,,,,,,
822.417,-0.195312,-0.117188,0.539062,0,,,,,,,,,
822.428,-0.164062,-0.09375,0.546875,0,,,,,,,,,
822.438,-0.203125,-0.09375,0.546875,0,,,,,,,,,
822.451,-0.171875,-0.109375,0.546875,0,,,,,,,,,
822.462,-0.195312,-0.132812,0.5625,0,,,,,,,,,
822.473,-0.1875,-0.101562,0.570312,0,,,,,,,,,
822.483,-0.179688,-0.117188,0.546875,0,,,,,,,,,
822.493,-0.1875,-0.101562,0.546875,0,,,,,,,,,
822.505,-0.1875,-0.09375,0.53125,0,,,,,,,,,
822.514,-0.1875,-0.09375,0.515625,0,,,,,,,,,
822.525,-0.1875,-0.078125,0.492188,0,,,,,,,,,
822.535,-0.1875,-0.078125,0.5,0,,,,,,,,,
822.546,-0.210938,-0.09375,0.546875,0,,,,,,,,,
822.556,-0.171875,-0.078125,0.46875,0,,,,,,,,,
822.567,-0.179688,-0.085938,0.460938,0,,,,,,,,,
822.577,-0.195312,-0.046875,0.507812,0,,,,,,,,,
822.588,-0.179688,-0.0625,0.476562,0,,,,,,,,,
822.598,-0.164062,-0.023438,0.476562,0,,,,,,,,,
822.609,-0.195312,-0.085938,0.492188,0,,,,,,,,,
822.619,-0.210938,-0.046875,0.515625,0,,,,,,,,,
822.63,-0.179688,-0.039062,0.453125,0,,,,,,,,,
822.64,-0.171875,-0.054688,0.476562,0,,,,,,,,,
822.651,-0.164062,-0.046875,0.460938,0,,,,,,,,,
822.661,-0.164062,-0.054688,0.414062,0,,,,,,,,,
822.672,-0.140625,-0.039062,0.445312,0,,,,,,,,,
822.683,-0.140625,-0.023438,0.4375,0,,,,,,,,,
822.693,-0.132812,0,0.4375,0,,,,,,,,,
822.704,-0.148438,-0.039062,0.476562,0,,,,,,,,,
822.714,-0.125,-0.023438,0.382812,0,,,,,,,,,
822.726,-0.140625,-0.03125,0.414062,0,,,,,,,,,
822.735,-0.132812,-0.015625,0.414062,0,,,,,,,,,
822.746,-0.132812,-0.023438,0.421875,0,,,,,,,,,
822.757,-0.117188,-0.007812,0.390625,0,,,,,,,,,
822.767,-0.125,-0.015625,0.429688,0,,,,,,,,,
822.777,-0.125,-0.023438,0.4375,0,,,,,,,,,
822.788,-0.125,-0.015625,0.421875,0,,,,,,,,,
822.798,-0.109375,-0.015625,0.40625,0,,,,,,,,,
822.809,-0.101562,-0.015625,0.390625,0,,,,,,,,,
822.82,-0.117188,-0.015625,0.398438,0,,,,,,,,,
822.83,-0.125,-0.015625,0.421875,0,,,,,,,,,
822.84,-0.125,0,0.398438,0,,,,,,,,,
822.851,-0.117188,-0.007812,0.414062,0,,,,,,,,,
822.861,-0.148438,0.007812,0.421875,0,,,,,,,,,
822.872,-0.132812,0.007812,0.40625,0,,,,,,,,,
822.882,-0.140625,0.007812,0.414062,0,,,,,,,,,
822.893,-0.132812,0.007812,0.40625,0,,,,,,,,,
822.903,-0.132812,0.015625,0.375,0,,,,,,,,,
822.914,-0.140625,0.007812,0.375,0,,,,,,,,,
822.924,-0.140625,0.015625,0.398438,0,,,,,,,,,
822.936,-0.148438,0.015625,0.375,0,,,,,,,,,
822.946,-0.140625,0.023438,0.390625,0,,,,,,,,,
822.957,-0.148438,0.023438,0.390625,0,,,,,,,,,
822.967,-0.132812,0.03125,0.34375,0,,,,,,,,,
822.977,-0.132812,0.015625,0.328125,0,,,,,,,,,
822.988,-0.148438,0.039062,0.351562,0,,,,,,,,,
822.998,-0.132812,0.015625,0.3125,0,,,,,,,,,
823.009,-0.132812,0.046875,0.289062,0,,,,,,,,,
823.02,-0.132812,0.03125,0.3125,0,,,,,,,,,
823.03,-0.140625,0.03125,0.328125,0,,,,,,,,,
823.041,-0.132812,0.039062,0.328125,0,,,,,,,,,
823.051,-0.140625,0.046875,0.3125,0,,,,,,,,,
823.062,-0.164062,0.03125,0.328125,0,,,,,,,,,
823.072,-0.148438,0.03125,0.320312,0,,,,,,,,,
823.083,-0.148438,0.023438,0.304688,0,,,,,,,,,
823.093,-0.148438,0.03125,0.3125,0,,,,,,,,,
823.104,-0.15625,0.039062,0.320312,0,,,,,,,,,
823.114,-0.164062,0.039062,0.335938,0,,,,,,,,,
823.125,-0.148438,0.03125,0.328125,0,,,,,,,,,
823.135,-0.171875,0.039062,0.296875,0,,,,,,,,,
823.146,-0.179688,0.054688,0.351562,0,,,,,,,,,
823.157,-0.140625,0.015625,0.296875,0,,,,,,,,,
823.167,-0.148438,0.039062,0.304688,0,,,,,,,,,
823.178,-0.148438,0.046875,0.289062,0,,,,,,,,,
823.188,-0.148438,0.03125,0.289062,0,,,,,,,,,
823.199,-0.164062,0.046875,0.304688,0,,,,,,,,,
823.209,-0.164062,0.046875,0.304688,0,,,,,,,,,
823.22,-0.164062,0.046875,0.3125,0,,,,,,,,,
823.23,-0.164062,0.054688,0.328125,0,,,,,,,,,
823.241,-0.148438,0.046875,0.328125,0,,,,,,,,,
823.251,-0.140625,0.039062,0.320312,0,,,,,,,,,
823.262,-0.132812,0.039062,0.304688,0,,,,,,,,,
823.272,-0.125,0.015625,0.320312,0,,,,,,,,,
823.283,-0.140625,0.023438,0.367188,0,,,,,,,,,
823.294,-0.15625,0.03125,0.398438,0,,,,,,,,,
823.304,-0.148438,0.023438,0.421875,0,,,,,,,,,
823.315,-0.125,0.007812,0.390625,0,,,,,,,,,
823.326,-0.109375,0.007812,0.367188,0,,,,,,,,,
823.336,-0.148438,-0.078125,0.453125,0,,,,,,,,,
823.346,-0.117188,-0.015625,0.421875,0,,,,,,,,,
823.357,-0.125,-0.015625,0.40625,0,,,,,,,,,
823.368,-0.148438,0,0.445312,0,,,,,,,,,
823.378,-0.179688,0.007812,0.5,0,,,,,,,,,
823.389,-0.179688,0.023438,0.46875,0,,,,,,,,,
823.399,-0.179688,0.015625,0.476562,0,,,,,,,,,
823.41,-0.140625,-0.023438,0.421875,0,,,,,,,,,
823.421,-0.109375,-0.023438,0.414062,0,,,,,,,,,
823.431,-0.070312,-0.039062,0.351562,0,,,,,,,,,
823.441,-0.148438,-0.007812,0.484375,0,,,,,,,,,
823.452,-0.117188,-0.023438,0.4375,0,,,,,,,,,
823.462,-0.132812,-0.023438,0.453125,0,,,,,,,,,
823.473,-0.148438,-0.023438,0.476562,0,,,,,,,,,
823.484,-0.148438,-0.03125,0.476562,0,,,,,,,,,
823.494,-0.132812,-0.03125,0.484375,0,,,,,,,,,
823.505,-0.140625,-0.046875,0.53125,0,,,,,,,,,
823.515,-0.132812,-0.046875,0.515625,0,,,,,,,,,
823.526,-0.148438,-0.039062,0.460938,0,,,,,,,,,
823.536,-0.132812,-0.054688,0.4375,0,,,,,,,,,
823.547,-0.132812,-0.046875,0.414062,0,,,,,,,,,
823.558,-0.164062,-0.046875,0.46875,0,,,,,,,,,
823.568,-0.15625,-0.070312,0.46875,0,,,,,,,,,
823.578,-0.109375,-0.570312,0.648438,0,,,,,,,,,
823.589,-0.171875,-0.054688,0.671875,0,,,,,,,,,
823.599,-0.101562,-0.109375,0.515625,0,,,,,,,,,
823.61,-0.117188,-0.09375,0.523438,0,,,,,,,,,
823.621,-0.109375,-0.109375,0.453125,0,,,,,,,,,
823.631,-0.109375,-0.117188,0.460938,0,,,,,,,,,
823.642,-0.132812,-0.101562,0.53125,0,,,,,,,,,
823.652,-0.132812,-0.070312,0.40625,0,,,,,,,,,
823.663,-0.148438,-0.070312,0.570312,0,,,,,,,,,
823.673,-0.15625,-0.09375,0.539062,0,,,,,,,,,
823.684,-0.148438,-0.132812,0.523438,0,,,,,,,,,
823.694,-0.164062,-0.140625,0.523438,0,,,,,,,,,
823.705,-0.140625,-0.117188,0.515625,0,,,,,,,,,
823.715,-0.179688,-0.140625,0.523438,0,,,,,,,,,
823.726,-0.164062,-0.09375,0.492188,0,,,,,,,,,
823.737,-0.171875,-0.109375,0.53125,0,,,,,,,,,
823.747,-0.203125,-0.101562,0.570312,0,,,,,,,,,
823.758,-0.1875,-0.101562,0.578125,0,,,,,,,,,
823.768,-0.179688,-0.101562,0.515625,0,,,,,,,,,
823.779,-0.171875,-0.109375,0.585938,0,,,,,,,,,
823.79,-0.179688,-0.109375,0.585938,0,,,,,,,,,
823.8,-0.179688,-0.109375,0.570312,0,,,,,,,,,
823.81,-0.125,-0.109375,0.492188,0,,,,,,,,,
823.821,-0.179688,-0.101562,0.546875,0,,,,,,,,,
823.831,-0.164062,-0.109375,0.5,0,,,,,,,,,
823.842,-0.171875,-0.101562,0.507812,0,,,,,,,,,
823.853,-0.148438,-0.09375,0.484375,0,,,,,,,,,
823.863,-0.140625,-0.117188,0.507812,0,,,,,,,,,
823.874,-0.171875,-0.125,0.546875,0,,,,,,,,,
823.884,-0.117188,-0.125,0.476562,0,,,,,,,,,
823.894,-0.140625,-0.125,0.546875,0,,,,,,,,,
823.905,-0.140625,-0.109375,0.507812,0,,,,,,,,,
823.915,-0.132812,-0.109375,0.5,0,,,,,,,,,
823.926,-0.15625,-0.101562,0.5,0,,,,,,,,,
823.937,-0.164062,-0.109375,0.507812,0,,,,,,,,,
823.947,-0.164062,-0.101562,0.515625,0,,,,,,,,,
823.958,-0.148438,-0.117188,0.492188,0,,,,,,,,,
823.968,-0.148438,-0.109375,0.507812,0,,,,,,,,,
823.979,-0.140625,-0.101562,0.507812,0,,,,,,,,,
823.99,-0.15625,-0.101562,0.507812,0,,,,,,,,,
824,-0.15625,-0.085938,0.507812,0,,,,,,,,,
824.011,-0.171875,-0.09375,0.523438,0,,,,,,,,,
824.022,-0.140625,-0.09375,0.421875,0,,,,,,,,,
824.032,-0.148438,-0.085938,0.523438,0,,,,,,,,,
824.042,-0.15625,-0.117188,0.460938,0,,,,,,,,,
824.053,-0.148438,-0.109375,0.484375,0,,,,,,,,,
824.063,-0.148438,-0.101562,0.492188,0,,,,,,,,,
824.075,-0.140625,-0.101562,0.484375,0,,,,,,,,,
824.084,-0.140625,-0.085938,0.492188,0,,,,,,,,,
824.095,-0.148438,-0.09375,0.492188,0,,,,,,,,,
824.106,-0.148438,-0.09375,0.484375,0,,,,,,,,,
824.116,-0.148438,-0.101562,0.484375,0,,,,,,,,,
824.127,-0.15625,-0.09375,0.492188,0,,,,,,,,,
824.137,-0.148438,-0.078125,0.507812,0,,,,,,,,,
824.148,-0.15625,-0.09375,0.46875,0,,,,,,,,,
824.158,-0.132812,-0.101562,0.476562,0,,,,,,,,,
824.169,-0.132812,-0.101562,0.484375,0,,,,,,,,,
824.179,-0.140625,-0.101562,0.476562,0,,,,,,,,,
824.19,-0.132812,-0.101562,0.476562,0,,,,,,,,,
824.2,-0.132812,-0.101562,0.476562,0,,,,,,,,,
824.211,-0.140625,-0.101562,0.46875,0,,,,,,,,,
824.221,-0.132812,-0.101562,0.476562,0,,,,,,,,,
824.232,-0.132812,-0.09375,0.46875,0,,,,,,,,,
824.242,-0.132812,-0.09375,0.46875,0,,,,,,,,,
824.253,-0.125,-0.101562,0.46875,0,,,,,,,,,
824.263,-0.125,-0.101562,0.476562,0,,,,,,,,,
824.274,-0.125,-0.101562,0.453125,0,,,,,,,,,
824.285,-0.125,-0.101562,0.460938,0,,,,,,,,,
824.295,-0.125,-0.101562,0.4375,0,,,,,,,,,
824.306,-0.125,-0.09375,0.445312,0,,,,,,,,,
824.316,-0.125,-0.101562,0.445312,0,,,,,,,,,
824.327,-0.117188,-0.09375,0.453125,0,,,,,,,,,
824.337,-0.117188,-0.101562,0.453125,0,,,,,,,,,
824.348,-0.109375,-0.109375,0.453125,0,,,,,,,,,
824.358,-0.109375,-0.109375,0.4375,0,,,,,,,,,
824.369,-0.117188,-0.109375,0.453125,0,,,,,,,,,
824.379,-0.117188,-0.09375,0.453125,0,,,,,,,,,
824.39,-0.125,-0.09375,0.445312,0,,,,,,,,,
824.401,-0.140625,-0.078125,0.460938,0,,,,,,,,,
824.411,-0.125,-0.09375,0.46875,0,,,,,,,,,
824.421,-0.117188,-0.09375,0.460938,0,,,,,,,,,
824.432,-0.132812,-0.085938,0.445312,0,,,,,,,,,
824.442,-0.125,-0.101562,0.4375,0,,,,,,,,,
824.452,-0.125,-0.101562,0.445312,0,,,,,,,,,
824.463,-0.125,-0.101562,0.453125,0,,,,,,,,,
824.473,-0.117188,-0.109375,0.460938,0,,,,,,,,,
824.484,-0.132812,-0.109375,0.453125,0,,,,,,,,,
824.495,-0.125,-0.101562,0.460938,0,,,,,,,,,
824.505,-0.125,-0.101562,0.460938,0,,,,,,,,,
824.516,-0.125,-0.101562,0.453125,0,,,,,,,,,
824.526,-0.125,-0.09375,0.453125,0,,,,,,,,,
824.536,-0.125,-0.101562,0.46875,0,,,,,,,,,
824.547,-0.125,-0.09375,0.460938,0,,,,,,,,,
824.558,-0.132812,-0.09375,0.46875,0,,,,,,,,,
824.569,-0.140625,-0.09375,0.453125,0,,,,,,,,,
824.578,-0.125,-0.101562,0.46875,0,,,,,,,,,
824.589,-0.125,-0.101562,0.453125,0,,,,,,,,,
824.599,-0.132812,-0.101562,0.453125,0,,,,,,,,,
824.61,-0.125,-0.101562,0.46875,0,,,,,,,,,
824.621,-0.132812,-0.101562,0.46875,0,,,,,,,,,
824.631,-0.125,-0.101562,0.484375,0,,,,,,,,,
824.642,-0.132812,-0.09375,0.476562,0,,,,,,,,,
824.652,-0.132812,-0.09375,0.476562,0,,,,,,,,,
824.663,-0.125,-0.09375,0.460938,0,,,,,,,,,
824.673,-0.125,-0.09375,0.460938,0,,,,,,,,,
824.684,-0.125,-0.101562,0.453125,0,,,,,,,,,
824.694,-0.125,-0.101562,0.453125,0,,,,,,,,,
824.705,-0.132812,-0.09375,0.46875,0,,,,,,,,,
824.716,-0.132812,-0.09375,0.46875,0,,,,,,,,,
824.726,-0.125,-0.09375,0.460938,0,,,,,,,,,
824.736,-0.125,-0.09375,0.46875,0,,,,,,,,,
824.747,-0.140625,-0.085938,0.46875,0,,,,,,,,,
824.758,-0.140625,-0.09375,0.460938,0,,,,,,,,,
824.768,-0.132812,-0.078125,0.476562,0,,,,,,,,,
824.779,-0.117188,-0.09375,0.445312,0,,,,,,,,,
824.789,-0.117188,-0.09375,0.484375,0,,,,,,,,,
824.799,-0.101562,-0.117188,0.46875,0,,,,,,,,,
824.81,-0.085938,-0.101562,0.476562,0,,,,,,,,,
824.82,-0.078125,-0.109375,0.484375,0,,,,,,,,,
824.831,-0.039062,-0.117188,0.507812,0,,,,,,,,,
824.842,-0.03125,-0.117188,0.53125,0,,,,,,,,,
824.852,0,-0.140625,0.5625,0,,,,,,,,,
824.862,-0.039062,-0.125,0.53125,0,,,,,,,,,
824.873,0.023438,-0.140625,0.578125,0,,,,,,,,,
824.883,0.015625,-0.125,0.578125,0,,,,,,,,,
824.894,-0.007812,-0.125,0.59375,0,,,,,,,,,
824.904,0.015625,-0.078125,0.546875,0,,,,,,,,,
824.915,-0.007812,-0.0625,0.546875,0,,,,,,,,,
824.925,-0.007812,-0.078125,0.554688,0,,,,,,,,,
824.936,0,-0.085938,0.515625,0,,,,,,,,,
824.946,0.03125,-0.054688,0.484375,0,,,,,,,,,
824.957,0.0625,-0.148438,0.484375,0,,,,,,,,,
824.967,0.070312,-0.15625,0.578125,0,,,,,,,,,
824.978,0.101562,-0.15625,0.554688,0,,,,,,,,,
824.988,0.085938,-0.164062,0.53125,0,,,,,,,,,
824.999,0.0625,-0.164062,0.507812,0,,,,,,,,,
825.01,0.023438,-0.15625,0.4375,0,,,,,,,,,
825.02,0.039062,-0.132812,0.375,0,,,,,,,,,
825.031,-0.070312,-0.039062,0.3125,0,,,,,,,,,
825.041,-0.023438,-0.140625,0.382812,0,,,,,,,,,
825.052,-0.046875,-0.15625,0.5625,0,,,,,,,,,
825.062,-0.132812,-0.148438,0.539062,0,,,,,,,,,
825.073,-0.171875,-0.1875,0.484375,0,,,,,,,,,
825.083,0.007812,0.007812,0.484375,0,,,,,,,,,
825.094,-0.179688,-0.195312,0.578125,0,,,,,,,,,
825.104,-0.039062,-0.054688,0.34375,0,,,,,,,,,
825.115,-0.195312,-0.148438,0.601562,0,,,,,,,,,
825.125,-0.164062,-0.109375,0.421875,0,,,,,,,,,
825.136,-0.140625,-0.039062,0.460938,0,,,,,,,,,
825.146,-0.226562,-0.0625,0.570312,0,,,,,,,,,
825.157,-0.226562,-0.109375,0.460938,0,,,,,,,,,
825.167,-0.1875,-0.132812,0.445312,0,,,,,,,,,
825.178,-0.117188,-0.070312,0.429688,0,,,,,,,,,
825.188,-0.15625,-0.117188,0.390625,0,,,,,,,,,
825.199,0.03125,-0.140625,0.34375,0,,,,,,,,,
825.209,-0.28125,-0.203125,0.6875,0,,,,,,,,,
825.22,-0.203125,-0.0625,0.328125,0,,,,,,,,,
825.23,-0.140625,-0.179688,0.546875,0,,,,,,,,,
825.241,-0.171875,-0.226562,0.390625,0,,,,,,,,,
825.251,-0.164062,-0.09375,0.382812,0,,,,,,,,,
825.262,-0.1875,-0.070312,0.484375,0,,,,,,,,,
825.272,-0.210938,-0.117188,0.421875,0,,,,,,,,,
825.284,-0.171875,-0.085938,0.4375,0,,,,,,,,,
825.294,-0.148438,-0.101562,0.4375,0,,,,,,,,,
825.304,-0.085938,-0.09375,0.429688,0,,,,,,,,,
825.315,-0.132812,-0.023438,0.34375,0,,,,,,,,,
825.325,-0.140625,-0.078125,0.507812,0,,,,,,,,,
825.336,-0.195312,-0.039062,0.421875,0,,,,,,,,,
825.347,-0.125,-0.015625,0.398438,0,,,,,,,,,
825.357,-0.210938,-0.109375,0.421875,0,,,,,,,,,
825.368,-0.117188,-0.015625,0.46875,0,,,,,,,,,
825.378,-0.242188,-0.085938,0.453125,0,,,,,,,,,
825.388,-0.179688,-0.054688,0.453125,0,,,,,,,,,
825.399,-0.148438,-0.09375,0.40625,0,,,,,,,,,
825.41,-0.179688,-0.054688,0.4375,0,,,,,,,,,
825.42,-0.179688,-0.085938,0.476562,0,,,,,,,,,
825.431,-0.171875,-0.046875,0.414062,0,,,,,,,,,
825.441,-0.164062,-0.078125,0.492188,0,,,,,,,,,
825.452,-0.15625,-0.070312,0.445312,0,,,,,,,,,
825.463,-0.1875,-0.070312,0.460938,0,,,,,,,,,
825.473,-0.203125,-0.070312,0.453125,0,,,,,,,,,
825.484,-0.203125,-0.0625,0.46875,0,,,,,,,,,
825.494,-0.203125,-0.09375,0.4375,0,,,,,,,,,
825.504,-0.210938,-0.070312,0.46875,0,,,,,,,,,
825.516,-0.179688,-0.09375,0.429688,0,,,,,,,,,
825.525,-0.203125,-0.078125,0.445312,0,,,,,,,,,
825.536,-0.210938,-0.085938,0.46875,0,,,,,,,,,
825.546,-0.1875,-0.09375,0.46875,0,,,,,,,,,
825.557,-0.203125,-0.085938,0.453125,0,,,,,,,,,
825.567,-0.234375,-0.085938,0.429688,0,,,,,,,,,
825.578,-0.242188,-0.085938,0.421875,0,,,,,,,,,
825.589,-0.242188,-0.0625,0.414062,0,,,,,,,,,
825.599,-0.210938,-0.078125,0.421875,0,,,,,,,,,
825.61,-0.242188,-0.078125,0.414062,0,,,,,,,,,
825.621,-0.210938,-0.09375,0.4375,0,,,,,,,,,
825.631,-0.242188,-0.09375,0.453125,0,,,,,,,,,
825.641,-0.226562,-0.070312,0.421875,0,,,,,,,,,
825.653,-0.203125,-0.117188,0.375,0,,,,,,,,,
825.663,-0.210938,-0.085938,0.40625,0,,,,,,,,,
825.673,-0.335938,-0.046875,0.453125,0,,,,,,,,,
825.684,-0.21875,-0.117188,0.507812,0,,,,,,,,,
825.694,-0.28125,-0.164062,0.484375,0,,,,,,,,,
825.705,-0.1875,-0.085938,0.296875,0,,,,,,,,,
825.715,-0.140625,-0.03125,0.484375,0,,,,,,,,,
825.726,-0.304688,-0.15625,0.640625,0,,,,,,,,,
825.736,-0.195312,-0.148438,0.351562,0,,,,,,,,,
825.747,-0.171875,0.039062,0.40625,0,,,,,,,,,
825.757,-0.1875,-0.101562,0.507812,0,,,,,,,,,
825.768,-0.15625,-0.046875,0.453125,0,,,,,,,,,
825.778,-0.140625,-0.09375,0.375,0,,,,,,,,,
825.788,-0.171875,-0.085938,0.453125,0,,,,,,,,,
825.799,-0.101562,-0.109375,0.5625,0,,,,,,,,,
825.81,-0.210938,-0.132812,0.359375,0,,,,,,,,,
825.82,-0.046875,-0.09375,0.554688,0,,,,,,,,,
825.831,-0.078125,-0.164062,0.4375,0,,,,,,,,,
825.841,0,-0.335938,0.539062,0,,,,,,,,,
825.852,-0.179688,-0.007812,0.515625,0,,,,,,,,,
825.862,-0.125,0.039062,0.304688,0,,,,,,,,,
825.873,-0.132812,0.007812,0.492188,0,,,,,,,,,
825.884,-0.304688,-0.101562,0.6875,0,,,,,,,,,
825.894,0.0625,0,0.28125,0,,,,,,,,,
825.904,-0.21875,-0.203125,0.546875,0,,,,,,,,,
825.915,-0.164062,-0.109375,0.390625,0,,,,,,,,,
825.925,-0.132812,-0.09375,0.4375,0,,,,,,,,,
825.936,-0.257812,0.179688,0.429688,0,,,,,,,,,
825.946,-0.125,-0.125,0.523438,0,,,,,,,,,
825.957,-0.125,-0.078125,0.46875,0,,,,,,,,,
825.968,-0.179688,-0.046875,0.476562,0,,,,,,,,,
825.978,-0.242188,-0.101562,0.515625,0,,,,,,,,,
825.988,-0.210938,-0.085938,0.484375,0,,,,,,,,,
825.999,-0.15625,-0.101562,0.476562,0,,,,,,,,,
826.01,-0.164062,-0.125,0.492188,0,,,,,,,,,
826.02,-0.125,-0.085938,0.46875,0,,,,,,,,,
826.031,-0.164062,-0.109375,0.445312,0,,,,,,,,,
826.041,-0.171875,-0.078125,0.429688,0,,,,,,,,,
826.052,-0.148438,-0.070312,0.421875,0,,,,,,,,,
826.062,-0.179688,-0.070312,0.460938,0,,,,,,,,,
826.073,-0.148438,-0.070312,0.476562,0,,,,,,,,,
826.083,-0.179688,-0.125,0.492188,0,,,,,,,,,
826.094,-0.140625,-0.117188,0.453125,0,,,,,,,,,
826.104,-0.226562,-0.148438,0.5625,0,,,,,,,,,
826.115,-0.125,-0.070312,0.445312,0,,,,,,,,,
826.126,-0.109375,-0.085938,0.429688,0,,,,,,,,,
826.136,-0.09375,-0.125,0.421875,0,,,,,,,,,
826.146,-0.15625,-0.117188,0.492188,0,,,,,,,,,
826.157,-0.117188,-0.101562,0.460938,0,,,,,,,,,
826.168,-0.179688,-0.109375,0.515625,0,,,,,,,,,
826.178,-0.210938,-0.171875,0.539062,0,,,,,,,,,
826.189,-0.117188,-0.132812,0.578125,0,,,,,,,,,
826.199,-0.148438,-0.125,0.453125,0,,,,,,,,,
826.21,-0.171875,-0.171875,0.46875,0,,,,,,,,,
826.22,-0.164062,-0.171875,0.585938,0,,,,,,,,,
826.231,-0.085938,-0.078125,0.523438,0,,,,,,,,,
826.242,0.125,0.039062,0.304688,0,,,,,,,,,
826.252,0.015625,-0.078125,0.414062,0,,,,,,,,,
826.262,-0.179688,-0.125,0.53125,0,,,,,,,,,
826.273,-0.03125,-0.117188,0.757812,0,,,,,,,,,
826.284,-0.078125,-0.140625,0.5,0,,,,,,,,,
826.294,-0.195312,-0.09375,0.296875,0,,,,,,,,,
826.304,-0.117188,-0.085938,0.375,0,,,,,,,,,
826.315,0.015625,-0.015625,0.234375,0,,,,,,,,,
826.325,-0.140625,0.039062,0.132812,0,,,,,,,,,
826.336,-0.085938,0.046875,0.195312,0,,,,,,,,,
826.346,-0.054688,-0.125,0.453125,0,,,,,,,,,
826.357,-0.015625,-0.039062,0.554688,0,,,,,,,,,
826.368,0.117188,0.03125,0.414062,0,,,,,,,,,
